,lh_mes,lhead_esp,leff,lpower_esp,lqliq,lstatus,lgas_fraction_intake,lp_bhp_atm,lp_esp_dis,lparams,simnumber,lp_esp_dis_by_tube,lq_mix_pump_mean,lesp_df,lcasing_pipe,ltube_pipe
270,1800,1726.4848999069804,30.45708293144823,16.851178218928005,29.646029538094133,1,34.59156543555372,57.58984287604963,149.14734121033993,"{""gamma_gas"": 0.7, ""gamma_oil"": 0.8, ""gamma_wat"": 1, ""rsb_m3m3"": 100, ""rp_m3m3"": 100, ""pb_atma"": 120, ""t_res_C"": 90, ""bob_m3m3"": -1, ""muob_cP"": -1, ""PVTcorr"": 0, ""ksep_fr"": 0.6, ""p_bhp_atm"": 57.58984287604963, ""p_wh_atm"": 20, ""t_wh_c"": 20, ""h_list_m"": 2000, ""h_pump_m"": 1800, ""diam_list_mm_casing"": 150, ""diam_list_mm_tube"": 73, ""gas_fraction_intake_d"": 0.2, ""qliq_sm3day"": 29.646029538094133, ""n_dots_for_nodal"": 15, ""fw_perc"": 20, ""hydr_corr"": 1, ""temp_method"": 2, ""freq_Hz"": 53, ""pump_id"": 1460, ""num_stages"": 288, ""pi_sm3dayatm"": 0.28273851920121784, ""pres_atma"": 175.1927736302088, ""calc_esp_new"": 1, ""esp_head_m"": 1300, ""ESP_gas_correct"": 20}",270,149.098712640446,42.17306148591147,"            0   ...                                            10
0      149.147  ...  [""set show_log=1 in param to show calc log""]
1   p_dis_atma  ...                                           log
2      n_stage  ...                             gas correction, %
3            0  ...                                           100
4      15.1579  ...                                           100
5      30.3158  ...                                           100
6      45.4737  ...                                           100
7      60.6316  ...                                           100
8      75.7895  ...                                           100
9      90.9474  ...                                           100
10     106.105  ...                                           100
11     121.263  ...                                           100
12     136.421  ...                                           100
13     151.579  ...                                           100
14     166.737  ...                                           100
15     181.895  ...                                           100
16     197.053  ...                                           100
17     212.211  ...                                           100
18     227.368  ...                                           100
19     242.526  ...                                           100
20     257.684  ...                                           100
21     272.842  ...                                           100
22         288  ...                                           100

[23 rows x 11 columns]","((43.892685610874246, 43.892685610874246, 87.04258902600648, 57.58984287604963, 90.0, 1.0, 1.0, '[""set show_log=1 in param to show calc log""]'), ('p_result_atma', 'p_1, atma', 't_1, C', 'p_2, atma', 't_2, C', 'calibr_grav', 'calibr_fric', 'log'), ('h,m', 'hvert,m', 'p,atma', 't,C', 't_amb, C', 'Hl, %', 'fpat', 'diam, mm'), (1800.0, 1800.0, 43.892685610874246, 87.04258902600648, 83.0, 89.70758595791614, 102.0, 150.0), (1810.5263157894738, 1810.5263157894738, 44.607053571582476, 87.28880508901587, 83.36842105263158, 89.91966093795507, 102.0, 150.0), (1821.0526315789473, 1821.0526315789473, 45.3214215322907, 87.53502115202525, 83.73684210526315, 90.12840377589184, 102.0, 150.0), (1831.578947368421, 1831.578947368421, 46.03578949299893, 87.78123721503464, 84.10526315789474, 90.33137528455697, 102.0, 150.0), (1842.1052631578948, 1842.1052631578948, 46.75015745370716, 88.02745327804402, 84.47368421052632, 90.53045492829797, 102.0, 150.0), (1852.6315789473683, 1852.6315789473683, 47.46570826307529, 88.2618815935444, 84.84210526315789, 90.72534452305463, 102.0, 150.0), (1863.157894736842, 1863.157894736842, 48.184807618423164, 88.46094666651776, 85.21052631578948, 90.91489878336105, 102.0, 150.0), (1873.6842105263158, 1873.6842105263158, 48.903906973771036, 88.66001173949113, 85.57894736842105, 91.10128463004244, 102.0, 150.0), (1884.2105263157896, 1884.2105263157896, 49.62300632911891, 88.8590768124645, 85.94736842105263, 91.28437127300029, 102.0, 150.0), (1894.7368421052631, 1894.7368421052631, 50.342105684466766, 89.05814188543786, 86.3157894736842, 91.46282803425952, 102.0, 150.0), (1905.2631578947369, 1905.2631578947369, 51.06326563211822, 89.22458643393824, 86.6842105263158, 91.63874852733268, 102.0, 150.0), (1915.7894736842106, 1915.7894736842106, 51.78648617207324, 89.35841045796563, 87.05263157894737, 91.81101490175121, 102.0, 150.0), (1926.3157894736842, 1926.3157894736842, 52.50970671202825, 89.49223448199304, 87.42105263157895, 91.97954583317099, 102.0, 150.0), (1936.842105263158, 1936.842105263158, 53.23292725198327, 89.62605850602043, 87.78947368421052, 92.14435627722808, 102.0, 150.0), (1947.3684210526317, 1947.3684210526317, 53.9561477919383, 89.75988253004783, 88.15789473684211, 92.30738995762454, 102.0, 150.0), (1957.8947368421052, 1957.8947368421052, 54.6821460767885, 89.82596929351973, 88.52631578947368, 92.46782618812617, 102.0, 150.0), (1968.421052631579, 1968.421052631579, 55.409070276603785, 89.8694769701398, 88.89473684210526, 92.62541375089438, 102.0, 150.0), (1978.9473684210527, 1978.9473684210527, 56.13599447641907, 89.91298464675987, 89.26315789473685, 92.7808634767328, 102.0, 150.0), (1989.4736842105262, 1989.4736842105262, 56.862918676234344, 89.95649232337993, 89.63157894736842, 92.9341642623288, 102.0, 150.0), (2000.0, 2000.0, 57.58984287604963, 90.0, 90.0, 93.08536146052651, 102.0, 150.0))","((149.098712640446, 20.0, 20.0, 149.098712640446, 87.0425890260065, 1.0, 1.0, '[""set show_log=1 in param to show calc log""]'), ('p_result_atma', 'p_1, atma', 't_1, C', 'p_2, atma', 't_2, C', 'calibr_grav', 'calibr_fric', 'log'), ('h,m', 'hvert,m', 'p,atma', 't,C', 't_amb, C', 'Hl, %', 'fpat', 'diam, mm'), (0.0, 0.0, 20.0, 20.0, 20.0, 74.50482869981505, 103.0, 73.0), (94.73684210526316, 94.73684210526316, 25.83054612574693, 23.52855731715824, 23.52855731715824, 79.9676935326363, 102.50239234449761, 73.0), (189.47368421052633, 189.47368421052633, 32.05504958893367, 27.057114634316473, 27.057114634316473, 84.76209290181983, 102.0, 73.0), (284.2105263157895, 284.2105263157895, 38.58329810790791, 30.585671951474712, 30.585671951474712, 88.14196271493924, 102.0, 73.0), (378.94736842105266, 378.94736842105266, 45.25240367931931, 34.11422926863295, 34.11422926863295, 89.66591831794821, 102.0, 73.0), (473.68421052631584, 473.68421052631584, 52.00731346036307, 37.64278658579119, 37.64278658579119, 90.83364469791478, 102.0, 73.0), (568.421052631579, 568.421052631579, 58.825524804348554, 41.171343902949424, 41.171343902949424, 91.75350276754381, 102.0, 73.0), (663.1578947368422, 663.1578947368422, 65.6907441515559, 44.699901220107655, 44.699901220107655, 92.48741362077276, 102.0, 73.0), (757.8947368421053, 757.8947368421053, 72.59069566425981, 48.228458537265894, 48.228458537265894, 93.08057143027644, 102.0, 73.0), (852.6315789473684, 852.6315789473684, 79.51600717156558, 51.75701585442413, 51.75701585442413, 93.56583296652676, 102.0, 73.0), (947.3684210526317, 947.3684210526317, 86.45957264945025, 55.28557317158237, 55.28557317158237, 93.96672051646398, 102.0, 73.0), (1042.1052631578948, 1042.1052631578948, 93.41544218030997, 58.81413048874061, 58.81413048874061, 94.30067196575293, 102.0, 73.0), (1136.842105263158, 1136.842105263158, 100.37886086964205, 62.34268780589884, 62.34268780589884, 94.58107823691765, 102.0, 73.0), (1231.578947368421, 1231.578947368421, 107.34620013423677, 65.87124512305708, 65.87124512305708, 94.81838858219601, 102.0, 73.0), (1326.3157894736844, 1326.3157894736844, 114.31450391469139, 69.39980244021531, 69.39980244021531, 95.02040320202106, 102.0, 73.0), (1421.0526315789475, 1421.0526315789475, 121.28134638760206, 72.92835975737356, 72.92835975737356, 95.19359312598242, 102.0, 73.0), (1515.7894736842106, 1515.7894736842106, 128.24472344984875, 76.45691707453179, 76.45691707453179, 95.3430402346699, 102.0, 73.0), (1610.5263157894738, 1610.5263157894738, 135.20296895496347, 79.98547439169003, 79.98547439169003, 95.47267516582441, 102.0, 73.0), (1705.2631578947369, 1705.2631578947369, 142.15468940997707, 83.51403170884826, 83.51403170884826, 95.58577890981978, 102.0, 73.0), (1800.0, 1800.0, 149.098712640446, 87.0425890260065, 87.0425890260065, 95.68506201097675, 102.0, 73.0))"
220,1800,1725.2935968971462,37.57571021193166,18.393848102868503,39.98027121051784,1,35.86072361128359,55.8019403795798,147.02734806709338,"{""gamma_gas"": 0.7, ""gamma_oil"": 0.8, ""gamma_wat"": 1, ""rsb_m3m3"": 100, ""rp_m3m3"": 100, ""pb_atma"": 120, ""t_res_C"": 90, ""bob_m3m3"": -1, ""muob_cP"": -1, ""PVTcorr"": 0, ""ksep_fr"": 0.6, ""p_bhp_atm"": 55.8019403795798, ""p_wh_atm"": 20, ""t_wh_c"": 20, ""h_list_m"": 2000, ""h_pump_m"": 1800, ""diam_list_mm_casing"": 150, ""diam_list_mm_tube"": 73, ""gas_fraction_intake_d"": 0.2, ""qliq_sm3day"": 39.98027121051784, ""n_dots_for_nodal"": 15, ""fw_perc"": 20, ""hydr_corr"": 1, ""temp_method"": 2, ""freq_Hz"": 53, ""pump_id"": 1460, ""num_stages"": 288, ""pi_sm3dayatm"": 0.43247708648670635, ""pres_atma"": 161.77926410948675, ""calc_esp_new"": 1, ""esp_head_m"": 1300, ""ESP_gas_correct"": 20}",220,146.98505442894162,57.27160729883101,"            0   ...                                            10
0      147.027  ...  [""set show_log=1 in param to show calc log""]
1   p_dis_atma  ...                                           log
2      n_stage  ...                             gas correction, %
3            0  ...                                           100
4      15.1579  ...                                           100
5      30.3158  ...                                           100
6      45.4737  ...                                           100
7      60.6316  ...                                           100
8      75.7895  ...                                           100
9      90.9474  ...                                           100
10     106.105  ...                                           100
11     121.263  ...                                           100
12     136.421  ...                                           100
13     151.579  ...                                           100
14     166.737  ...                                           100
15     181.895  ...                                           100
16     197.053  ...                                           100
17     212.211  ...                                           100
18     227.368  ...                                           100
19     242.526  ...                                           100
20     257.684  ...                                           100
21     272.842  ...                                           100
22         288  ...                                           100

[23 rows x 11 columns]","((42.498677069659564, 42.498677069659564, 87.65059250599384, 55.8019403795798, 90.0, 1.0, 1.0, '[""set show_log=1 in param to show calc log""]'), ('p_result_atma', 'p_1, atma', 't_1, C', 'p_2, atma', 't_2, C', 'calibr_grav', 'calibr_fric', 'log'), ('h,m', 'hvert,m', 'p,atma', 't,C', 't_amb, C', 'Hl, %', 'fpat', 'diam, mm'), (1800.0, 1800.0, 42.498677069659564, 87.65059250599384, 83.0, 86.34316564382824, 102.0, 150.0), (1810.5263157894738, 1810.5263157894738, 43.18904648206985, 87.85456706854639, 83.36842105263158, 86.61283173699412, 102.0, 150.0), (1821.0526315789473, 1821.0526315789473, 43.87941589448011, 88.05854163109892, 83.73684210526315, 86.87821618409617, 102.0, 150.0), (1831.578947368421, 1831.578947368421, 44.569785306890395, 88.26251619365146, 84.10526315789474, 87.13733623094133, 102.0, 150.0), (1842.1052631578948, 1842.1052631578948, 45.26015471930067, 88.466490756204, 84.47368421052632, 87.39185212912133, 102.0, 150.0), (1852.6315789473683, 1852.6315789473683, 45.95227951449637, 88.65925063976616, 84.84210526315789, 87.64163432954355, 102.0, 150.0), (1863.157894736842, 1863.157894736842, 46.649670458048355, 88.81836648635716, 85.21052631578948, 87.88505933114118, 102.0, 150.0), (1873.6842105263158, 1873.6842105263158, 47.34706140160035, 88.97748233294818, 85.57894736842105, 88.1247083261176, 102.0, 150.0), (1884.2105263157896, 1884.2105263157896, 48.04445234515234, 89.13659817953919, 85.94736842105263, 88.3603659371649, 102.0, 150.0), (1894.7368421052631, 1894.7368421052631, 48.74184328870431, 89.2957140261302, 86.3157894736842, 88.59041879324715, 102.0, 150.0), (1905.2631578947369, 1905.2631578947369, 49.442356996284865, 89.42630270342868, 86.6842105263158, 88.81740013932158, 102.0, 150.0), (1915.7894736842106, 1915.7894736842106, 50.14599346789398, 89.5283642114346, 87.05263157894737, 89.03980693397209, 102.0, 150.0), (1926.3157894736842, 1926.3157894736842, 50.849629939503075, 89.63042571944052, 87.42105263157895, 89.25813083969116, 102.0, 150.0), (1936.842105263158, 1936.842105263158, 51.55326641111219, 89.73248722744646, 87.78947368421052, 89.4728333299881, 102.0, 150.0), (1947.3684210526317, 1947.3684210526317, 52.256902882721306, 89.83454873545239, 88.15789473684211, 89.68419255413393, 102.0, 150.0), (1957.8947368421052, 1957.8947368421052, 52.96477963940613, 89.88215925259273, 88.52631578947368, 89.89226753830377, 102.0, 150.0), (1968.421052631579, 1968.421052631579, 53.67406982444955, 89.91161943944455, 88.89473684210526, 90.09670088040475, 102.0, 150.0), (1978.9473684210527, 1978.9473684210527, 54.383360009492975, 89.94107962629637, 89.26315789473685, 90.29833887571964, 102.0, 150.0), (1989.4736842105262, 1989.4736842105262, 55.092650194536375, 89.97053981314818, 89.63157894736842, 90.49714554523192, 102.0, 150.0), (2000.0, 2000.0, 55.8019403795798, 90.0, 90.0, 90.69310750810277, 102.0, 150.0))","((146.98505442894162, 20.0, 20.0, 146.98505442894162, 87.6505925059938, 1.0, 1.0, '[""set show_log=1 in param to show calc log""]'), ('p_result_atma', 'p_1, atma', 't_1, C', 'p_2, atma', 't_2, C', 'calibr_grav', 'calibr_fric', 'log'), ('h,m', 'hvert,m', 'p,atma', 't,C', 't_amb, C', 'Hl, %', 'fpat', 'diam, mm'), (0.0, 0.0, 20.0, 20.0, 20.0, 71.07383469024707, 103.0, 73.0), (94.73684210526316, 94.73684210526316, 25.56780976186015, 23.560557500315465, 23.560557500315465, 77.7917575658499, 103.0, 73.0), (189.47368421052633, 189.47368421052633, 31.583140115384758, 27.121115000630926, 27.121115000630926, 81.97032022578263, 102.0, 73.0), (284.2105263157895, 284.2105263157895, 37.924994738807236, 30.681672500946387, 30.681672500946387, 85.51027542137354, 102.0, 73.0), (378.94736842105266, 378.94736842105266, 44.4260415381308, 34.24223000126185, 34.24223000126185, 87.3167457846716, 102.0, 73.0), (473.68421052631584, 473.68421052631584, 51.03233395615511, 37.80278750157732, 37.80278750157732, 88.72006607222923, 102.0, 73.0), (568.421052631579, 568.421052631579, 57.718156653765966, 41.363345001892775, 41.363345001892775, 89.83658261062091, 102.0, 73.0), (663.1578947368422, 663.1578947368422, 64.46452960248881, 44.92390250220824, 44.92390250220824, 90.73477822022285, 102.0, 73.0), (757.8947368421053, 757.8947368421053, 71.25696912539615, 48.484460002523704, 48.484460002523704, 91.46578968242991, 102.0, 73.0), (852.6315789473684, 852.6315789473684, 78.08429913493538, 52.045017502839166, 52.045017502839166, 92.06739941412945, 102.0, 73.0), (947.3684210526317, 947.3684210526317, 84.93803560838015, 55.605575003154634, 55.605575003154634, 92.5670059142862, 102.0, 73.0), (1042.1052631578948, 1042.1052631578948, 91.81096867813696, 59.166132503470095, 59.166132503470095, 92.98515302737843, 102.0, 73.0), (1136.842105263158, 1136.842105263158, 98.69724112658177, 62.726690003785556, 62.726690003785556, 93.33777032022499, 102.0, 73.0), (1231.578947368421, 1231.578947368421, 105.59240795019153, 66.28724750410102, 66.28724750410102, 93.63739211124587, 102.0, 73.0), (1326.3157894736844, 1326.3157894736844, 112.49283330702767, 69.84780500441649, 69.84780500441649, 93.8934296193022, 102.0, 73.0), (1421.0526315789475, 1421.0526315789475, 119.39552323386843, 73.40836250473195, 73.40836250473195, 94.11374348167637, 102.0, 73.0), (1515.7894736842106, 1515.7894736842106, 126.29799695272294, 76.96892000504741, 76.96892000504741, 94.30453738866063, 102.0, 73.0), (1610.5263157894738, 1610.5263157894738, 133.19818676999668, 80.52947750536288, 80.52947750536288, 94.47062672473417, 102.0, 73.0), (1705.2631578947369, 1705.2631578947369, 140.09435951554184, 84.09003500567833, 84.09003500567833, 94.61604910827496, 102.0, 73.0), (1800.0, 1800.0, 146.98505442894162, 87.6505925059938, 87.6505925059938, 94.74415047701771, 102.0, 73.0))"
189,1800,1724.4066541289071,38.78662404533477,18.78089673602813,42.163468621494474,1,36.060461460625454,55.50761848391674,146.64313851403105,"{""gamma_gas"": 0.7, ""gamma_oil"": 0.8, ""gamma_wat"": 1, ""rsb_m3m3"": 100, ""rp_m3m3"": 100, ""pb_atma"": 120, ""t_res_C"": 90, ""bob_m3m3"": -1, ""muob_cP"": -1, ""PVTcorr"": 0, ""ksep_fr"": 0.6, ""p_bhp_atm"": 55.50761848391674, ""p_wh_atm"": 20, ""t_wh_c"": 20, ""h_list_m"": 2000, ""h_pump_m"": 1800, ""diam_list_mm_casing"": 150, ""diam_list_mm_tube"": 73, ""gas_fraction_intake_d"": 0.2, ""qliq_sm3day"": 42.163468621494474, ""n_dots_for_nodal"": 15, ""fw_perc"": 20, ""hydr_corr"": 1, ""temp_method"": 2, ""freq_Hz"": 53, ""pump_id"": 1460, ""num_stages"": 288, ""pi_sm3dayatm"": 0.4789391422235427, ""pres_atma"": 157.20657595547655, ""calc_esp_new"": 1, ""esp_head_m"": 1300, ""ESP_gas_correct"": 20}",189,146.6040349678942,60.47433767685784,"            0   ...                                            10
0      146.643  ...  [""set show_log=1 in param to show calc log""]
1   p_dis_atma  ...                                           log
2      n_stage  ...                             gas correction, %
3            0  ...                                           100
4      15.1579  ...                                           100
5      30.3158  ...                                           100
6      45.4737  ...                                           100
7      60.6316  ...                                           100
8      75.7895  ...                                           100
9      90.9474  ...                                           100
10     106.105  ...                                           100
11     121.263  ...                                           100
12     136.421  ...                                           100
13     151.579  ...                                           100
14     166.737  ...                                           100
15     181.895  ...                                           100
16     197.053  ...                                           100
17     212.211  ...                                           100
18     227.368  ...                                           100
19     242.526  ...                                           100
20     257.684  ...                                           100
21     272.842  ...                                           100
22         288  ...                                           100

[23 rows x 11 columns]","((42.28334154777824, 42.28334154777824, 87.75243463348811, 55.50761848391674, 90.0, 1.0, 1.0, '[""set show_log=1 in param to show calc log""]'), ('p_result_atma', 'p_1, atma', 't_1, C', 'p_2, atma', 't_2, C', 'calibr_grav', 'calibr_fric', 'log'), ('h,m', 'hvert,m', 'p,atma', 't,C', 't_amb, C', 'Hl, %', 'fpat', 'diam, mm'), (1800.0, 1800.0, 42.28334154777824, 87.75243463348811, 83.0, 85.68183214711492, 102.0, 150.0), (1810.5263157894738, 1810.5263157894738, 42.96895110704363, 87.94897537591545, 83.36842105263158, 85.96189675051149, 102.0, 150.0), (1821.0526315789473, 1821.0526315789473, 43.654560666308996, 88.1455161183428, 83.73684210526315, 86.23804094198417, 102.0, 150.0), (1831.578947368421, 1831.578947368421, 44.34017022557438, 88.34205686077014, 84.10526315789474, 86.50741811368874, 102.0, 150.0), (1842.1052631578948, 1842.1052631578948, 45.02577978483977, 88.53859760319749, 84.47368421052632, 86.7721361289653, 102.0, 150.0), (1852.6315789473683, 1852.6315789473683, 45.7132498789989, 88.72410293020678, 84.84210526315789, 87.0321416981824, 102.0, 150.0), (1863.157894736842, 1863.157894736842, 46.40630157783935, 88.87650201096194, 85.21052631578948, 87.28523580671298, 102.0, 150.0), (1873.6842105263158, 1873.6842105263158, 47.0993532766798, 89.0289010917171, 85.57894736842105, 87.53438970327021, 102.0, 150.0), (1884.2105263157896, 1884.2105263157896, 47.79240497552025, 89.18130017247226, 85.94736842105263, 87.7797506964563, 102.0, 150.0), (1894.7368421052631, 1894.7368421052631, 48.48545667436068, 89.33369925322741, 86.3157894736842, 88.01937132338783, 102.0, 150.0), (1905.2631578947369, 1905.2631578947369, 49.181827321386734, 89.45837584402697, 86.6842105263158, 88.2558562455115, 102.0, 150.0), (1915.7894736842106, 1915.7894736842106, 49.88151691659839, 89.55532994487093, 87.05263157894737, 88.48763686524005, 102.0, 150.0), (1926.3157894736842, 1926.3157894736842, 50.58120651181004, 89.6522840457149, 87.42105263157895, 88.71522031260103, 102.0, 150.0), (1936.842105263158, 1936.842105263158, 51.2808961070217, 89.74923814655885, 87.78947368421052, 88.93907134407567, 102.0, 150.0), (1947.3684210526317, 1947.3684210526317, 51.980585702233356, 89.84619224740281, 88.15789473684211, 89.15946974250993, 102.0, 150.0), (1957.8947368421052, 1957.8947368421052, 52.68478868780686, 89.89088907167478, 88.52631578947368, 89.3764711936764, 102.0, 150.0), (1968.421052631579, 1968.421052631579, 53.39049613683433, 89.91816680375608, 88.89473684210526, 89.58969622132058, 102.0, 150.0), (1978.9473684210527, 1978.9473684210527, 54.09620358586181, 89.9454445358374, 89.26315789473685, 89.80001188248245, 102.0, 150.0), (1989.4736842105262, 1989.4736842105262, 54.801911034889265, 89.9727222679187, 89.63157894736842, 90.00737536942658, 102.0, 150.0), (2000.0, 2000.0, 55.50761848391674, 90.0, 90.0, 90.21176039642688, 102.0, 150.0))","((146.6040349678942, 20.0, 20.0, 146.6040349678942, 87.7524346334881, 1.0, 1.0, '[""set show_log=1 in param to show calc log""]'), ('p_result_atma', 'p_1, atma', 't_1, C', 'p_2, atma', 't_2, C', 'calibr_grav', 'calibr_fric', 'log'), ('h,m', 'hvert,m', 'p,atma', 't,C', 't_amb, C', 'Hl, %', 'fpat', 'diam, mm'), (0.0, 0.0, 20.0, 20.0, 20.0, 70.47312180129255, 103.0, 73.0), (94.73684210526316, 94.73684210526316, 25.522318337449896, 23.565917612288846, 23.565917612288846, 77.2305949711247, 103.0, 73.0), (189.47368421052633, 189.47368421052633, 31.50286264217282, 27.131835224577696, 27.131835224577696, 81.46619751208934, 102.0, 73.0), (284.2105263157895, 284.2105263157895, 37.811484386954945, 30.697752836866538, 30.697752836866538, 85.03168381673916, 102.0, 73.0), (378.94736842105266, 378.94736842105266, 44.28220326604973, 34.26367044915539, 34.26367044915539, 86.88659204568992, 102.0, 73.0), (473.68421052631584, 473.68421052631584, 50.86147224937457, 37.829588061444234, 37.829588061444234, 88.331232995292, 102.0, 73.0), (568.421052631579, 568.421052631579, 57.52308747050932, 41.395505673733076, 41.395505673733076, 89.48279578717357, 102.0, 73.0), (663.1578947368422, 663.1578947368422, 64.24763868328948, 44.96142328602193, 44.96142328602193, 90.4106502898231, 102.0, 73.0), (757.8947368421053, 757.8947368421053, 71.0202774159195, 48.527340898310776, 48.527340898310776, 91.1668128505738, 102.0, 73.0), (852.6315789473684, 852.6315789473684, 77.82952231932248, 52.09325851059962, 52.09325851059962, 91.7898361647724, 102.0, 73.0), (947.3684210526317, 947.3684210526317, 84.66665286079798, 55.659176122888475, 55.659176122888475, 92.30774569068375, 102.0, 73.0), (1042.1052631578948, 1042.1052631578948, 91.52423864654916, 59.22509373517732, 59.22509373517732, 92.74160142747856, 102.0, 73.0), (1136.842105263158, 1136.842105263158, 98.39622659280775, 62.79101134746616, 62.79101134746616, 93.10776405663451, 102.0, 73.0), (1231.578947368421, 1231.578947368421, 105.27802557950125, 66.35692895975501, 66.35692895975501, 93.41912841991355, 102.0, 73.0), (1326.3157894736844, 1326.3157894736844, 112.16587709446446, 69.92284657204387, 69.92284657204387, 93.68538766453389, 102.0, 73.0), (1421.0526315789475, 1421.0526315789475, 119.05668393310249, 73.48876418433271, 73.48876418433271, 93.91464916299866, 102.0, 73.0), (1515.7894736842106, 1515.7894736842106, 125.94787818473611, 77.05468179662155, 77.05468179662155, 94.1133178790024, 102.0, 73.0), (1610.5263157894738, 1610.5263157894738, 132.83731838945076, 80.6205994089104, 80.6205994089104, 94.28636915782998, 102.0, 73.0), (1705.2631578947369, 1705.2631578947369, 139.7232087134553, 84.18651702119924, 84.18651702119924, 94.4379786798221, 102.0, 73.0), (1800.0, 1800.0, 146.6040349678942, 87.7524346334881, 87.7524346334881, 94.57160908427792, 102.0, 73.0))"
